Filename,Asset Groups,Categories,Date Added,Date Updated,Width,Height,Colorspace,Resolution,File Format,Release Date,Expiration Date,Filesize,Global Collection,Metadata Type,Anatomy,Approval Id,Approval System,Apttus Product Code,Audience/Persona,Care Area / Specialties,Country of Use,Description,Display Name,File Type,Is Final,Language,MobilityCOE Content Type,PIM Asset Description,PIM Asset Name,PIM Country,PIM Environment,PIM Language,PIM Metadata,PIM Product Type,Parent Product Code,Product / Services,Product Group,Region,Uploader First Name,Uploader Last Name,Uploader Username,Embed ID,Download Link,640px Landscape,640px Portrait,Original,Wall N,Video with Player,Video with Player and Download,Video (No Player),Video Thumbnail,Streaming MP3,Document View and Download,Document View - HTML5,Document View - PDF,Thumbnail,Spinset with Viewer,Spinset with Viewer and Download,Spinset Thumbnail
1721906052789-Vscan Air CL and SL  Wireless Charger.jpg,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,4096,4096,Unknown,72,JPEG,07/25/2024,,0.31 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air Wireless Charging Pad ,Vscan Air™ Wireless Charger,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,y0pfz40i0x,https://gehealthcare.widen.net/content/y0pfz40i0x/original/1721906052789-Vscan-Air-CL-and-SL--Wireless-Charger.jpg?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/y0pfz40i0x/jpeg/1721906052789-Vscan%20Air%20CL%20and%20SL%20%20Wireless%20Charger.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/y0pfz40i0x/jpeg/1721906052789-Vscan%20Air%20CL%20and%20SL%20%20Wireless%20Charger.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/y0pfz40i0x/jpeg/1721906052789-Vscan%20Air%20CL%20and%20SL%20%20Wireless%20Charger.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/y0pfz40i0x/jpeg/1721906052789-Vscan%20Air%20CL%20and%20SL%20%20Wireless%20Charger.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721906042341-Vscan Air CL probe ends - Image 7.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1887,1887,Unknown,300,PNG,07/25/2024,,0.41 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air CL probe ends,Vscan Air CL probe ends,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,qxuebqdyh5,https://gehealthcare.widen.net/content/qxuebqdyh5/original/1721906042341-Vscan-Air-CL-probe-ends---Image-7.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/qxuebqdyh5/jpeg/1721906042341-Vscan%20Air%20CL%20probe%20ends%20-%20Image%207.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qxuebqdyh5/jpeg/1721906042341-Vscan%20Air%20CL%20probe%20ends%20-%20Image%207.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qxuebqdyh5/jpeg/1721906042341-Vscan%20Air%20CL%20probe%20ends%20-%20Image%207.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qxuebqdyh5/jpeg/1721906042341-Vscan%20Air%20CL%20probe%20ends%20-%20Image%207.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721906019209-Vscan Air CL linear-image 6.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1887,1887,Unknown,300,PNG,07/25/2024,,0.38 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air CL linear,Vscan Air CL linear,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,9srkdvvdla,https://gehealthcare.widen.net/content/9srkdvvdla/original/1721906019209-Vscan-Air-CL-linear-image-6.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/9srkdvvdla/jpeg/1721906019209-Vscan%20Air%20CL%20linear-image%206.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/9srkdvvdla/jpeg/1721906019209-Vscan%20Air%20CL%20linear-image%206.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/9srkdvvdla/jpeg/1721906019209-Vscan%20Air%20CL%20linear-image%206.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/9srkdvvdla/jpeg/1721906019209-Vscan%20Air%20CL%20linear-image%206.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721905974685-Vscan Air CL curved - Image 5.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1887,1887,Unknown,300,PNG,07/25/2024,,0.36 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air CL curved,Vscan Air CL curved,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,q5qat55yz8,https://gehealthcare.widen.net/content/q5qat55yz8/original/1721905974685-Vscan-Air-CL-curved---Image-5.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/q5qat55yz8/jpeg/1721905974685-Vscan%20Air%20CL%20curved%20-%20Image%205.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/q5qat55yz8/jpeg/1721905974685-Vscan%20Air%20CL%20curved%20-%20Image%205.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/q5qat55yz8/jpeg/1721905974685-Vscan%20Air%20CL%20curved%20-%20Image%205.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/q5qat55yz8/jpeg/1721905974685-Vscan%20Air%20CL%20curved%20-%20Image%205.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721905934769-Vscan Air CL probe ends- Image 4.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1887,1887,Unknown,300,PNG,07/25/2024,,0.47 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air CL probe ends,Vscan Air CL probe ends,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,3f7wchrtmr,https://gehealthcare.widen.net/content/3f7wchrtmr/original/1721905934769-Vscan-Air-CL-probe-ends--Image-4.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/3f7wchrtmr/jpeg/1721905934769-Vscan%20Air%20CL%20probe%20ends-%20Image%204.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/3f7wchrtmr/jpeg/1721905934769-Vscan%20Air%20CL%20probe%20ends-%20Image%204.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/3f7wchrtmr/jpeg/1721905934769-Vscan%20Air%20CL%20probe%20ends-%20Image%204.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/3f7wchrtmr/jpeg/1721905934769-Vscan%20Air%20CL%20probe%20ends-%20Image%204.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721905305170-123 sonography  for both OBGYN & Focus class.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,636,692,Unknown,300,PNG,07/25/2024,,0.06 mb,,PIM Metadata Type,,,,,,,,,,,,,,pocus focus class,123 sonography for both OBGYN & Focus class,FR,prd,fr,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,jgbfgtlneh,https://gehealthcare.widen.net/content/jgbfgtlneh/original/1721905305170-123-sonography--for-both-OBGYN--Focus-class.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/jgbfgtlneh/jpeg/1721905305170-123%20sonography%20%20for%20both%20OBGYN%20%26%20Focus%20class.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jgbfgtlneh/jpeg/1721905305170-123%20sonography%20%20for%20both%20OBGYN%20%26%20Focus%20class.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jgbfgtlneh/jpeg/1721905305170-123%20sonography%20%20for%20both%20OBGYN%20%26%20Focus%20class.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jgbfgtlneh/jpeg/1721905305170-123%20sonography%20%20for%20both%20OBGYN%20%26%20Focus%20class.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904796278-Vscan Air SL International AC Adapters  (1).png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,800,800,Unknown,300,PNG,07/25/2024,,0.07 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air SL International AC Adapters,Vscan Air SL International AC Adapters,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,uwwgkqbajr,https://gehealthcare.widen.net/content/uwwgkqbajr/original/1721904796278-Vscan-Air-SL-International-AC-Adapters--1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/uwwgkqbajr/jpeg/1721904796278-Vscan%20Air%20SL%20International%20AC%20Adapters%20%20%281%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/uwwgkqbajr/jpeg/1721904796278-Vscan%20Air%20SL%20International%20AC%20Adapters%20%20%281%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/uwwgkqbajr/jpeg/1721904796278-Vscan%20Air%20SL%20International%20AC%20Adapters%20%20%281%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/uwwgkqbajr/jpeg/1721904796278-Vscan%20Air%20SL%20International%20AC%20Adapters%20%20%281%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904673519-Vscan Air CL carrying case.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1027,1027,Unknown,300,PNG,07/25/2024,,0.14 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air CL hard plastic protective carrying case with magnetic closure,Vscan Air CL carrying case,FR,prd,fr,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,dcmbipg0nd,https://gehealthcare.widen.net/content/dcmbipg0nd/original/1721904673519-Vscan-Air-CL-carrying-case.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/dcmbipg0nd/jpeg/1721904673519-Vscan%20Air%20CL%20carrying%20case.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dcmbipg0nd/jpeg/1721904673519-Vscan%20Air%20CL%20carrying%20case.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dcmbipg0nd/jpeg/1721904673519-Vscan%20Air%20CL%20carrying%20case.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dcmbipg0nd/jpeg/1721904673519-Vscan%20Air%20CL%20carrying%20case.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904648787-Vscan Air SL International AC Adapters  (1).png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,800,800,Unknown,300,PNG,07/25/2024,,0.07 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air SL International AC Adapters,Vscan Air SL International AC Adapters,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,1ttj1ekdwk,https://gehealthcare.widen.net/content/1ttj1ekdwk/original/1721904648787-Vscan-Air-SL-International-AC-Adapters--1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/1ttj1ekdwk/jpeg/1721904648787-Vscan%20Air%20SL%20International%20AC%20Adapters%20%20%281%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/1ttj1ekdwk/jpeg/1721904648787-Vscan%20Air%20SL%20International%20AC%20Adapters%20%20%281%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/1ttj1ekdwk/jpeg/1721904648787-Vscan%20Air%20SL%20International%20AC%20Adapters%20%20%281%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/1ttj1ekdwk/jpeg/1721904648787-Vscan%20Air%20SL%20International%20AC%20Adapters%20%20%281%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904588665-Vscan Air CL front of probe - Image 3.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1024,1024,Unknown,300,PNG,07/25/2024,,0.16 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air CL front of probe,Vscan Air CL front of probe,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,2m9tcfqssu,https://gehealthcare.widen.net/content/2m9tcfqssu/original/1721904588665-Vscan-Air-CL-front-of-probe---Image-3.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/2m9tcfqssu/jpeg/1721904588665-Vscan%20Air%20CL%20front%20of%20probe%20-%20Image%203.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/2m9tcfqssu/jpeg/1721904588665-Vscan%20Air%20CL%20front%20of%20probe%20-%20Image%203.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/2m9tcfqssu/jpeg/1721904588665-Vscan%20Air%20CL%20front%20of%20probe%20-%20Image%203.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/2m9tcfqssu/jpeg/1721904588665-Vscan%20Air%20CL%20front%20of%20probe%20-%20Image%203.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904570921-Vscan Air CL with preset - Image 2.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1887,1887,Unknown,300,PNG,07/25/2024,,0.37 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air CL with preset,Vscan Air CL with preset,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ikzdpymfpm,https://gehealthcare.widen.net/content/ikzdpymfpm/original/1721904570921-Vscan-Air-CL-with-preset---Image-2.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/ikzdpymfpm/jpeg/1721904570921-Vscan%20Air%20CL%20with%20preset%20-%20Image%202.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ikzdpymfpm/jpeg/1721904570921-Vscan%20Air%20CL%20with%20preset%20-%20Image%202.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ikzdpymfpm/jpeg/1721904570921-Vscan%20Air%20CL%20with%20preset%20-%20Image%202.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ikzdpymfpm/jpeg/1721904570921-Vscan%20Air%20CL%20with%20preset%20-%20Image%202.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904469652-Desktop-Image1.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1778,1778,Unknown,300,PNG,07/25/2024,,0.47 mb,,PIM Metadata Type,,,,,,,,,,,,,,es,es,ES,prd,es_ES,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,thyxy9h46x,https://gehealthcare.widen.net/content/thyxy9h46x/original/1721904469652-Desktop-Image1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/thyxy9h46x/jpeg/1721904469652-Desktop-Image1.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/thyxy9h46x/jpeg/1721904469652-Desktop-Image1.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/thyxy9h46x/jpeg/1721904469652-Desktop-Image1.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/thyxy9h46x/jpeg/1721904469652-Desktop-Image1.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904380510-Vscan Air CL aorta - Image 1.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1887,1887,Unknown,300,PNG,07/25/2024,,0.36 mb,,PIM Metadata Type,,,,,,,,,,,,,,Vscan Air CL aorta,Vscan Air CL aorta,GB,prd,en_GB,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,udk10azkdq,https://gehealthcare.widen.net/content/udk10azkdq/original/1721904380510-Vscan-Air-CL-aorta---Image-1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/udk10azkdq/jpeg/1721904380510-Vscan%20Air%20CL%20aorta%20-%20Image%201.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/udk10azkdq/jpeg/1721904380510-Vscan%20Air%20CL%20aorta%20-%20Image%201.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/udk10azkdq/jpeg/1721904380510-Vscan%20Air%20CL%20aorta%20-%20Image%201.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/udk10azkdq/jpeg/1721904380510-Vscan%20Air%20CL%20aorta%20-%20Image%201.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904337341-Desktop-Image1.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1778,1778,Unknown,300,PNG,07/25/2024,,0.47 mb,,PIM Metadata Type,,,,,,,,,,,,,,es,es,ES,prd,es_ES,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,4zntbvf70a,https://gehealthcare.widen.net/content/4zntbvf70a/original/1721904337341-Desktop-Image1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/4zntbvf70a/jpeg/1721904337341-Desktop-Image1.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/4zntbvf70a/jpeg/1721904337341-Desktop-Image1.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/4zntbvf70a/jpeg/1721904337341-Desktop-Image1.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/4zntbvf70a/jpeg/1721904337341-Desktop-Image1.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721904137356-Vscan Air Digital Tools Subscription.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,509,509,Unknown,300,PNG,07/25/2024,,0.03 mb,,PIM Metadata Type,,,,,,,,,,,,,,Add-on subscription for the Vscan Air™ CL or SL,Cargador inalámbrico Vscan Air™,ES,prd,es_ES,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,pxfm8qbcwv,https://gehealthcare.widen.net/content/pxfm8qbcwv/original/1721904137356-Vscan-Air-Digital-Tools-Subscription.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/pxfm8qbcwv/jpeg/1721904137356-Vscan%20Air%20Digital%20Tools%20Subscription.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/pxfm8qbcwv/jpeg/1721904137356-Vscan%20Air%20Digital%20Tools%20Subscription.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/pxfm8qbcwv/jpeg/1721904137356-Vscan%20Air%20Digital%20Tools%20Subscription.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/pxfm8qbcwv/jpeg/1721904137356-Vscan%20Air%20Digital%20Tools%20Subscription.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721903390803-1705571509488-Versana-essentials (1).pdf,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,0,0,,,PDF,07/25/2024,,0.38 mb,,PIM Metadata Type,,,,,,,,,,,,,,,QA Versana Essential specification document,FR,prd,fr,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,efa1kgzys6,https://gehealthcare.widen.net/content/efa1kgzys6/original/1721903390803-1705571509488-Versana-essentials-1.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/efa1kgzys6/1721903390803-1705571509488-Versana-essentials-1.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/efa1kgzys6/1721903390803-1705571509488-Versana-essentials-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/efa1kgzys6/pdf/1721903390803-1705571509488-Versana-essentials-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/efa1kgzys6/jpeg/1721903390803-1705571509488-Versana-essentials-1.jpg?u=nqxvbh,,,
1721903240331-Desktop-Image1.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1778,1778,Unknown,300,PNG,07/25/2024,,0.47 mb,,PIM Metadata Type,,,,,,,,,,,,,,FR9,FR9,FR,prd,fr,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,axjeyzuych,https://gehealthcare.widen.net/content/axjeyzuych/original/1721903240331-Desktop-Image1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/axjeyzuych/jpeg/1721903240331-Desktop-Image1.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/axjeyzuych/jpeg/1721903240331-Desktop-Image1.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/axjeyzuych/jpeg/1721903240331-Desktop-Image1.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/axjeyzuych/jpeg/1721903240331-Desktop-Image1.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721903239009-1710830430590-Vscan.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,813,712,Unknown,300,PNG,07/25/2024,,0.33 mb,,PIM Metadata Type,,,,,,,,,,,,,,FR7,FR7,FR,prd,fr,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,wqwebnlule,https://gehealthcare.widen.net/content/wqwebnlule/original/1721903239009-1710830430590-Vscan.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/wqwebnlule/jpeg/1721903239009-1710830430590-Vscan.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/wqwebnlule/jpeg/1721903239009-1710830430590-Vscan.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/wqwebnlule/jpeg/1721903239009-1710830430590-Vscan.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/wqwebnlule/jpeg/1721903239009-1710830430590-Vscan.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721903239157-Desktop-Image4.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,509,509,Unknown,300,PNG,07/25/2024,,0.13 mb,,PIM Metadata Type,,,,,,,,,,,,,,FR8,FR8,FR,prd,fr,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,pufl0ifkc8,https://gehealthcare.widen.net/content/pufl0ifkc8/original/1721903239157-Desktop-Image4.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/pufl0ifkc8/jpeg/1721903239157-Desktop-Image4.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/pufl0ifkc8/jpeg/1721903239157-Desktop-Image4.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/pufl0ifkc8/jpeg/1721903239157-Desktop-Image4.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/pufl0ifkc8/jpeg/1721903239157-Desktop-Image4.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1721903239361-4Voluson E6.png,1eCommerce Asset Group,1eCommerce/Shop,07/25/2024,07/25/2024,1000,1000,Unknown,300,PNG,07/25/2024,,0.45 mb,,PIM Metadata Type,,,,,,,,,,,,,,FR10,FR10,FR,prd,fr,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,jojqk2pal3,https://gehealthcare.widen.net/content/jojqk2pal3/original/1721903239361-4Voluson-E6.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/jojqk2pal3/jpeg/1721903239361-4Voluson%20E6.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jojqk2pal3/jpeg/1721903239361-4Voluson%20E6.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jojqk2pal3/jpeg/1721903239361-4Voluson%20E6.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jojqk2pal3/jpeg/1721903239361-4Voluson%20E6.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
